attribute,mean,max,min
maccs_k095,0.2604166666666667,1.0,0.0
maccs_322_063,0.015318627450980392,1.0,0.0
masqued_o_quinone,0.012254901960784314,1.0,0.0
pubchem_f386,0.12254901960784313,1.0,0.0
pattern_c53,0.22549019607843138,1.0,0.0
pattern_c51,0.22549019607843138,1.0,0.0
pattern_c56,0.21997549019607843,1.0,0.0
conjug_bond,0.05392156862745098,1.0,0.0
maccs_k019,0.06801470588235294,1.0,0.0
ring_of_size7,0.06801470588235294,1.0,0.0
maccs_k025,0.03370098039215686,1.0,0.0
pattern_c11,0.6997549019607843,1.0,0.0
pubchem_f709,0.6997549019607843,1.0,0.0
pubchem_f701,0.21568627450980393,1.0,0.0
r5_1ht_sat,0.1133578431372549,1.0,0.0
pattern_c7,0.36703431372549017,1.0,0.0
pubchem_f652,0.24571078431372548,1.0,0.0
pubchem_f607,0.24571078431372548,1.0,0.0
pattern_c57,0.22181372549019607,1.0,0.0
pattern_c161,0.15808823529411764,1.0,0.0
nitro,0.012867647058823529,1.0,0.0
maccs_k119,0.06801470588235294,1.0,0.0
pattern_c55,0.22303921568627452,1.0,0.0
maccs_k150,0.8180147058823529,1.0,0.0
pubchem_f154,0.051470588235294115,1.0,0.0
pattern_c277,0.051470588235294115,1.0,0.0
pattern_c59,0.22365196078431374,1.0,0.0
hydrochlorofluorocarbon_pattern1,0.0012254901960784314,1.0,0.0
pubchem_f440,0.21200980392156862,1.0,0.0
pubchem_f357,0.4221813725490196,1.0,0.0
pubchem_f542,0.24816176470588236,1.0,0.0
maccs_k094,0.08884803921568628,1.0,0.0
maccs_k125,0.33026960784313725,1.0,0.0
pattern_c52,0.22426470588235295,1.0,0.0
maccs_k048,0.05024509803921569,1.0,0.0
pubchem_f590,0.18995098039215685,1.0,0.0
pubchem_f627,0.18995098039215685,1.0,0.0
pattern_c17,0.04963235294117647,1.0,0.0
pubchem_f799,0.2346813725490196,1.0,0.0
pubchem_f566,0.19056372549019607,1.0,0.0
pattern_c54,0.2267156862745098,1.0,0.0
filter_fused_rings_55_heterocyclic,0.029411764705882353,1.0,0.0
isopropyl,0.08639705882352941,1.0,0.0
pubchem_f708,0.04840686274509804,1.0,0.0
pubchem_f520,0.11642156862745098,1.0,0.0
pubchem_f456,0.014093137254901961,1.0,0.0
maccs_322_071,0.02144607843137255,1.0,0.0
pubchem_f559,0.017769607843137254,1.0,0.0
primary_amino_azaheterocycle,0.028186274509803922,1.0,0.0
pubchem_f643,0.16237745098039216,1.0,0.0
pubchem_f582,0.16237745098039216,1.0,0.0
alkylarylether,0.14705882352941177,1.0,0.0
pattern_c28,0.14705882352941177,1.0,0.0
pattern_c36,0.508578431372549,1.0,0.0
pubchem_f362,0.011029411764705883,1.0,0.0
diarylthioether,0.007965686274509803,1.0,0.0
